DNASource,BioSample,Identifer,Country,Year,Serovar,cgMLST,ST,ResistGene,Host,SampleSource
ERR1599831,SAMEA4398607,SSI_AA152,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599819,SAMEA4398595,SSI_AA153,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599857,SAMEA4398633,SSI_AA154,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599856,SAMEA4398632,SSI_AA155,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599855,SAMEA4398631,SSI_AA156,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599853,SAMEA4398629,SSI_AA157,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599852,SAMEA4398628,SSI_AA158,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599851,SAMEA4398627,SSI_AA159,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599849,SAMEA4398625,SSI_AA160,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599848,SAMEA4398624,SSI_AA161,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599847,SAMEA4398623,SSI_AA162,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599846,SAMEA4398622,SSI_AA163,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599845,SAMEA4398621,SSI_AA164,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599844,SAMEA4398620,SSI_AA165,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599854,SAMEA4398630,SSI_AA166,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599843,SAMEA4398619,SSI_AA167,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599842,SAMEA4398618,SSI_AA168,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599841,SAMEA4398617,SSI_AA169,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599858,SAMEA4398634,SSI_AA170,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599840,SAMEA4398616,SSI_AA171,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599839,SAMEA4398615,SSI_AA172,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599850,SAMEA4398626,SSI_AA173,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599838,SAMEA4398614,SSI_AA174,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599837,SAMEA4398613,SSI_AA175,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599836,SAMEA4398612,SSI_AA176,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599835,SAMEA4398611,SSI_AA177,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599834,SAMEA4398610,SSI_AA178,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599833,SAMEA4398609,SSI_AA179,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599832,SAMEA4398608,SSI_AA180,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599859,SAMEA4398635,SSI_AA181,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
SRR5764990,SAMN05410683,Lm112,Canada,2010,,155,296,"fosX, lin",,Food
SRR3501552,SAMN04998539,PNUSAL002174,USA,2016,1/2b,155,296,"fosX, lin",,Blood
SRR6387491,SAMN08166092,FDA1024304-C002-01,USA,2017,,155,296,"fosX, lin",,Smoked Salmon
SRR5378788,SAMN02923433,FDA301794-44,USA,2004,,155,296,"fosX, lin",,Sponge - cutting bOard
SRR5817826,SAMN02922987,FDA704496-13,USA,2011,,155,296,"fosX, lin",,Swab
SRR3578994,SAMN02922989,FDA704496-21,USA,2011,,155,296,"fosX, lin",,Swab
SRR4014377,SAMN05521509,FLAG-52103,USA,2005,,155,296,"fosX, lin",,Turkey and cheese sandwich
SRR3928670,SAMN05384847,FLAG-59810,USA,2005,,155,296,"fosX, lin",,Smoked Fish dip cajun style
SRR1505076,SAMN02900392,CFSAN011044,USA,2007,,156,5,"fosX, lin",,Environmental swab
SRR1505088,SAMN02900395,CFSAN011047,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR1505048,SAMN02900396,CFSAN011048,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR1505010,SAMN02900397,CFSAN011049,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR1505012,SAMN02900398,CFSAN011050,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR1505016,SAMN02900400,CFSAN011052,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR1505006,SAMN02900401,CFSAN011053,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR1504999,SAMN02900402,CFSAN011054,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR1505017,SAMN02900403,CFSAN011055,USA,2007,,156,5,"fosX, lin",,"Salmon, hot smoked, pacific spp."
ERR2520580,SAMEA4585514,,Belgium,2011,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520666,SAMEA4585600,,Belgium,2012,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520691,SAMEA4585625,,Belgium,2013,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520701,SAMEA4585635,,Belgium,2013,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520717,SAMEA4585651,,Belgium,2013,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520732,SAMEA4585666,,Belgium,2013,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520742,SAMEA4585676,,Belgium,2013,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520748,SAMEA4585682,,Belgium,2013,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520750,SAMEA4585684,,Belgium,2013,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520757,SAMEA4585691,,Belgium,2014,,157,14,"abc-f, fosX, lin",Homo sapiens,
ERR2520762,SAMEA4585696,,Belgium,2014,,157,14,"abc-f, fosX, lin",Homo sapiens,
SRR4345493,SAMN02921483,FDA715682 111,USA,2012,,158,11,"fosX, lin",,Swab
SRR4345494,SAMN02921484,FDA715682 113,USA,2012,,158,11,"fosX, lin",,Swab
SRR4345495,SAMN02921485,FDA715682 98,USA,2012,,158,11,"fosX, lin",,Swab
SRR4417907,SAMN02921487,FDA795230-118,USA,2013,,158,11,"fosX, lin",,Swab
SRR4417908,SAMN02921488,FDA795230-120,USA,2013,,158,11,"fosX, lin",,Swab
SRR4418759,SAMN02709406,FDA818988-62,USA,2013,,158,11,"fosX, lin",,Environmental swabs
SRR6304920,SAMN02709406,FDA818988-62,USA,2013,,158,11,"fosX, lin",,Environmental swabs
SRR5120768,SAMN05791383,FDA976438-098-001,USA,2016,,158,11,"fosX, lin",,Environmental swabs
SRR5817828,SAMN02922988,FDA704496-23,USA,2011,,159,296,"fosX, lin",,Swab
SRR5996997,SAMN02923154,FDA704496-25,USA,2011,,159,296,"fosX, lin",,Swab
SRR5996759,SAMN02923155,FDA704496-29,USA,2011,,159,296,"fosX, lin",,Swab
SRR5883544,SAMN02709261,FDA704496-7,USA,2011,,159,296,"fosX, lin",,Environmental swab
SRR1946983,SAMN03421083,FDA881081-14-1,USA,2015,,159,296,"fosX, lin",,Environmental swab
SRR1946960,SAMN03421082,FDA881081-6-1,USA,2015,,159,296,"fosX, lin",,Environmental swab
SRR2131391,SAMN03893569,FDA894980-50-1,USA,2015,,159,296,"fosX, lin",,Environmental swab
SRR2131390,SAMN03893570,FDA894980-54-1,USA,2015,,159,296,"fosX, lin",,Environmental swab
SRR3057339,SAMN04372303,FSIS1505316,USA,2005,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR3057343,SAMN04372304,FSIS1505318,USA,2005,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR3057340,SAMN04372306,FSIS1505321,USA,2006,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR3057346,SAMN04372307,FSIS1505323,USA,2006,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR3057348,SAMN04372308,FSIS1505325,USA,2006,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR3057349,SAMN04372310,FSIS1505329,USA,2006,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR3057341,SAMN04372311,FSIS1505330,USA,2006,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR3057342,SAMN04372312,FSIS1505332,USA,2006,,160,88,"fosX, lin",,Environmental: non-food-contact surface
SRR4237880,SAMN05179391,C2010001337,USA,2009,,161,5,"fosX, lin",,Cheese Spread
SRR4733511,SAMN05179392,C2010001340,USA,2009,,161,5,"fosX, lin",,Cream Cheese Spread
SRR5000196,SAMN05179393,C2010002238,USA,2010,,161,5,"fosX, lin",,Peanut Butter
SRR5000197,SAMN05179394,C2010003167,USA,2010,,161,5,"fosX, lin",,Sponge
SRR5000199,SAMN05179398,C2010008489,USA,2010,,161,5,"fosX, lin",,Underside of Floor mat
SRR1220774,SAMN02713589,MDH-2014-00764,USA,2009,,161,5,"fosX, lin",,Cheese
SRR1220779,SAMN02713591,MDH-2014-00766,USA,2010,,161,5,"fosX, lin",,Spindle of chopper
SRR1220716,SAMN02713601,MDH-2014-00776,USA,2014,,161,5,"fosX, lin",,Condensate Tray
SRR3372411,SAMN02922648,FDA622427 19-LMCA-D,USA,2010,,162,5,"fosX, lin",,Swab
SRR3372412,SAMN02921908,FDA622427 19-OXA-E,USA,2010,,162,5,"fosX, lin",,Swab
SRR5817823,SAMN02923362,FDA704496-10,USA,2011,,162,5,"fosX, lin",,Swab
SRR4093249,SAMN02922832,FDA704496-34,USA,2011,,162,5,"fosX, lin",,Swab
SRR4093250,SAMN02922833,FDA704496-40,USA,2011,,162,5,"fosX, lin",,Swab
SRR4093252,SAMN02922834,FDA704496-42,USA,2011,,162,5,"fosX, lin",,Swab
SRR5526112,SAMN02922835,FDA704496-5,USA,2011,,162,5,"fosX, lin",,Swab
SRR5656274,SAMN02922836,FDA704496-8,USA,2011,,162,5,"fosX, lin",,Swab
SRR5656393,SAMN02922829,FDA704496-9,USA,2011,,162,5,"fosX, lin",,Swab
SRR1623013,SAMN02769790,MOD1_LS742,USA,2011,1/2a,163,29,"abc-f, fosX, lin",Homo sapiens,Blood
SRR6212584,SAMN07831580,2011L-2614/TB0449,USA,2011,,163,29,"abc-f, fosX, lin",Homo sapiens,Human blood (Homo sapiens)
SRR6956577,SAMN08134160,CFSAN072512,USA,,,163,29,"abc-f, fosX, lin",Homo sapiens,Clinical isolate
SRR6957166,SAMN08134186,CFSAN072516,USA,,,163,29,"abc-f, fosX, lin",Homo sapiens,Clinical isolate
SRR2051137,SAMN03761720,2011L-2609,USA,,,163,29,"abc-f, fosX, lin",,
SRR2051142,SAMN03761721,2011L-2659,USA,,,163,29,"abc-f, fosX, lin",,
SRR3488865,SAMN04964142,2011L-2736,USA,,,163,29,"abc-f, fosX, lin",,
SRR2051149,SAMN03761728,2011L-2793,USA,,,163,29,"abc-f, fosX, lin",,
SRR2048382,SAMN03757616,2011L-2804,USA,,,163,29,"abc-f, fosX, lin",,Cantaloupe
SRR2051153,SAMN03761731,2011L-2944,USA,,,163,29,"abc-f, fosX, lin",,
SRR3095277,SAMN02923116,FDA688919 82,USA,2011,,164,1102,"fosX, lin",,Swab
SRR3452339,SAMN02923101,FDA579085 76-1,USA,2011,,164,324,"fosX, lin",,Environmental swab
SRR3579420,SAMN02923102,FDA579085 77-1,USA,2011,,164,324,"fosX, lin",,Environmental swab
SRR3100242,SAMN02923103,FDA688919 31,USA,2011,,164,324,"fosX, lin",,Swab
SRR3100241,SAMN02923104,FDA688919 32,USA,2011,,164,324,"fosX, lin",,Swab
SRR3100240,SAMN02923105,FDA688919 33,USA,2011,,164,324,"fosX, lin",,Swab
SRR3100239,SAMN02923106,FDA688919 35,USA,2011,,164,324,"fosX, lin",,Swab
SRR3100238,SAMN02923107,FDA688919 36,USA,2011,,164,324,"fosX, lin",,Swab
SRR3100236,SAMN02923108,FDA688919 38,USA,2011,,164,324,"fosX, lin",,Swab
SRR3100235,SAMN02923109,FDA688919 52,USA,2011,,164,324,"fosX, lin",,Swab
SRR3100234,SAMN02923110,FDA688919 53,USA,2011,,164,324,"fosX, lin",,Swab
SRR3095282,SAMN02923111,FDA688919 58,USA,2011,,164,324,"fosX, lin",,Swab
SRR3095281,SAMN02923112,FDA688919 60,USA,2011,,164,324,"fosX, lin",,Swab
SRR3095280,SAMN02923113,FDA688919 66,USA,2011,,164,324,"fosX, lin",,Swab
SRR3095279,SAMN02923114,FDA688919 80,USA,2011,,164,324,"fosX, lin",,Swab
SRR3095278,SAMN02923115,FDA688919 81,USA,2011,,164,324,"fosX, lin",,Swab
SRR3095276,SAMN02923117,FDA688919 83,USA,2011,,164,324,"fosX, lin",,Swab
SRR3712471,SAMN02921978,FDA374502 PC48,USA,2006,,165,321,"fosX, lin",,Egg salad sandwich
SRR3995877,SAMN02921979,FDA80871,USA,2006,,165,321,"fosX, lin",,Seafood salad
SRR4098795,SAMN02921973,FDA80872,USA,2001,,165,321,"fosX, lin",,Potato salad
SRR6126921,SAMN07722682,FLAG19163,USA,2001,,165,321,"fosX, lin",,Potato salad
SRR3660094,SAMN04487220,FLAG-61646,USA,2005,,165,321,"fosX, lin",,Seafood salad sandwich
SRR3294952,SAMN04487223,FLAG-62042,USA,2005,,165,321,"fosX, lin",,Seafood salad sandwich
SRR3294941,SAMN04487261,FLAG-62043,USA,2005,,165,321,"fosX, lin",,Seafood salad sandwich
SRR3294945,SAMN04487245,FLAG-66015,USA,2006,,165,321,"fosX, lin",,Baked Potato Salad
ERR2520584,SAMEA4585518,,Belgium,2011,,166,155,"fosX, lin",Homo sapiens,
ERR2520663,SAMEA4585597,,Belgium,2012,,166,155,"fosX, lin",Homo sapiens,
ERR2520794,SAMEA4585728,,Belgium,2014,,166,155,"fosX, lin",Homo sapiens,
ERR2520803,SAMEA4585737,,Belgium,2014,,166,155,"fosX, lin",Homo sapiens,
ERR2520806,SAMEA4585740,,Belgium,2014,,166,155,"fosX, lin",Homo sapiens,
ERR2520814,SAMEA4585748,,Belgium,2014,,166,155,"fosX, lin",Homo sapiens,
ERR2520830,SAMEA4585764,,Belgium,2014,,166,155,"fosX, lin",Homo sapiens,
ERR2523084,SAMEA4587837,,Luxembourg,2014,,166,155,"fosX, lin",Homo sapiens,
SRR1562098,SAMN03013648,PNUSAL000894,USA,2014,4b,167,4,"fosX, lin",,"Blood, NOS"
SRR1695786,SAMN03253331,PNUSAL001120,USA,,4b,167,4,"fosX, lin",,Blood
SRR1745461,SAMN03275475,PNUSAL001222,USA,2014,4b,167,4,"fosX, lin",,Blood
SRR1745462,SAMN03275476,PNUSAL001223,USA,2014,4b,167,4,"fosX, lin",,
SRR1952309,SAMN03459494,PNUSAL001271,USA,2015,4b,167,4,"fosX, lin",,Blood
SRR2047285,SAMN03755227,PNUSAL001444,USA,2015,4b,167,4,"fosX, lin",,Blood
SRR2048405,SAMN03757629,PNUSAL001467,USA,2015,4b,167,4,"fosX, lin",,Blood
SRR6354909,SAMN08132876,PNUSAL003567,,,,167,4,"fosX, lin",,
ERR1940712,SAMEA4524914,,,,,168,1295,"abc-f, fosX, lin",,
ERR1940716,SAMEA4524918,,,,,168,1296,"abc-f, fosX, lin",,
ERR1940717,SAMEA4524919,,,,,168,742,"abc-f, fosX, lin",,
ERR1947067,SAMEA4560850,,,,,168,742,"abc-f, fosX, lin",,
ERR1947066,SAMEA4560849,,,,,168,743,"abc-f, fosX, lin",,
ERR1940709,SAMEA4524911,,,,,168,8,"abc-f, fosX, lin",,
ERR1940714,SAMEA4524916,,,,,168,8,"abc-f, fosX, lin",,
ERR1947065,SAMEA4560848,,,,,168,8,"abc-f, fosX, lin",,
SRR2917156,SAMN03702225,OSF033402,USA,2014,,169,321,"fosX, lin",,Environmental sponge
SRR2917157,SAMN03702226,OSF033403,USA,2014,,169,321,"fosX, lin",,Environmental sponge
SRR2917158,SAMN03702227,OSF033404,USA,2014,,169,321,"fosX, lin",,Environmental sponge
SRR5318441,SAMN06459923,OSF060715,USA,2014,,169,321,"fosX, lin",,Environmental sponge
SRR5318443,SAMN06459921,OSF060717,USA,2014,,169,321,"fosX, lin",,Environmental sponge
SRR5318416,SAMN06459898,OSF060740,USA,2014,,169,321,"fosX, lin",,Environmental sponge
SRR5318419,SAMN06459897,OSF060741,USA,2014,,169,321,"fosX, lin",,Environmental sponge
SRR5318326,SAMN06457932,OSF060785,USA,2014,,169,321,"fosX, lin",,Cooked Chicken
SRR6387216,SAMN02922639,FDA671252-11,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR6387490,SAMN02922640,FDA671252-7,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR6387414,SAMN02922641,FDA671253-41,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR6387411,SAMN02922642,FDA671254 18,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR6366156,SAMN02922643,FDA671254 6,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR6366163,SAMN02922644,FDA671254 9,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR3634441,SAMN02922633,FDA704399 32,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR3055316,SAMN02922634,FDA704399 48,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR3634442,SAMN02922635,FDA704399 50,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR3143693,SAMN02922636,FDA704399 51,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR3143795,SAMN02922637,FDA704399 53,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR3143797,SAMN02922638,FDA704399 62,USA,2011,,170,14,"abc-f, fosX, lin",,Swab
SRR1553784,SAMN02991391,MOD1_LS1007,USA,2014,1,171,5,"fosX, lin",,White peach
SRR1553796,SAMN02991374,MOD1_LS981,USA,2014,1,171,5,"fosX, lin",,White nectarine
SRR1556286,SAMN03002779,CFSAN023459,USA,2014,,171,5,"fosX, lin",,White nectarines fire pearl variety
SRR1574290,SAMN03023705,CFSAN023879,USA,2014,,171,5,"fosX, lin",,Peaches
SRR1574296,SAMN03023706,CFSAN023880,USA,2014,,171,5,"fosX, lin",,Peaches
SRR1574321,SAMN03023708,CFSAN023882,USA,2014,,171,5,"fosX, lin",,Peaches
SRR1571524,SAMN03019581,FDA877593-13,USA,2014,,171,5,"fosX, lin",,Environmental sample
SRR1571525,SAMN03019584,FDA877593-16,USA,2014,,171,5,"fosX, lin",,Environmental sample
SRR1571540,SAMN03019577,FDA877593-9,USA,2014,,171,5,"fosX, lin",,Environmental sample
SRR5042988,SAMN06034110,FDA875790-064-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5042991,SAMN06034109,FDA875790-065-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5042992,SAMN06034108,FDA875790-069-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5042996,SAMN06034107,FDA875790-070-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5043001,SAMN06034106,FDA875790-071-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5042997,SAMN06034105,FDA875790-072-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5042993,SAMN06034104,FDA875790-073-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5042994,SAMN06034103,FDA875790-076-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR5043000,SAMN06034102,FDA875790-077-001,USA,2016,,172,9,"abc-f, fosX, lin",,Environmental swabs
SRR3399707,SAMN04858649,OSF046242,USA,2015,,172,9,"abc-f, fosX, lin",,Environmental
SRR3399738,SAMN04858661,OSF046254,USA,2015,,172,9,"abc-f, fosX, lin",,Environmental
SRR6249763,SAMN07836929,NY81406716,USA,2017,,173,11,"fosX, lin",,Environmental swab
SRR6249754,SAMN07836930,NY81406896,USA,2017,,173,11,"fosX, lin",,Environmental swab
SRR6249761,SAMN07836931,NY81406936,USA,2017,,173,11,"fosX, lin",,Environmental swab
SRR6249760,SAMN07836932,NY81406976,USA,2017,,173,11,"fosX, lin",,Environmental swab
SRR1520058,SAMN02924358,PNUSAL000806,USA,2014,,173,11,"fosX, lin",,Blood
SRR1562092,SAMN03013642,PNUSAL000888,USA,2014,,173,11,"fosX, lin",,Blood
SRR1752608,SAMN03196924,PNUSAL001130,USA,2014,,173,11,"fosX, lin",,Blood
SRR3932722,SAMN05420580,PNUSAL002278,USA,2016,,173,11,"fosX, lin",,Blood
SRR5079858,SAMN06113131,PNUSAL002709,USA,2016,,173,11,"fosX, lin",,Blood
SRR5217690,SAMN06281930,PNUSAL002802,USA,,,173,11,"fosX, lin",,
SRR5786792,SAMN07303496,PNUSAL003099,USA,2017,,173,11,"fosX, lin",,Blood
SRR7591567,SAMN09714794,PNUSAL004103,USA,2018,,173,11,"fosX, lin",,Blood
ERR2520753,SAMEA4585687,,Belgium,2014,,177,391,"fosX, lin",Homo sapiens,
ERR2269932,SAMEA104548074,20130980,Denmark,2013,,177,391,"fosX, lin",Homo sapiens,
ERR2269933,SAMEA104548075,20141037,Denmark,2014,,177,391,"fosX, lin",Homo sapiens,
ERR2523770,SAMEA4588324,20151544,Denmark,2015,,177,391,"fosX, lin",Homo sapiens,
ERR2269934,SAMEA104548076,20151563,Denmark,2015,,177,391,"fosX, lin",Homo sapiens,
ERR1599860,SAMEA4398636,SSI_AA193,Denmark,2013,,177,391,"fosX, lin",Homo sapiens,
ERR1599861,SAMEA4398637,SSI_AA194,Denmark,2013,,177,391,"fosX, lin",Homo sapiens,
ERR1599862,SAMEA4398638,SSI_AA195,Denmark,2013,,177,391,"fosX, lin",Homo sapiens,
ERR1599863,SAMEA4398639,SSI_AA196,Denmark,2014,,177,391,"fosX, lin",Homo sapiens,
ERR1599864,SAMEA4398640,SSI_AA197,Denmark,2014,,177,391,"fosX, lin",Homo sapiens,
ERR1599866,SAMEA4398642,SSI_AA198,Denmark,2014,,177,391,"fosX, lin",Homo sapiens,
ERR1599865,SAMEA4398641,SSI_AA199,Denmark,2014,,177,391,"fosX, lin",Homo sapiens,
ERR1599867,SAMEA4398643,SSI_AA200,Denmark,2014,,177,391,"fosX, lin",Homo sapiens,
SRR2047408,SAMN03755306,2015L-6238,USA,2015,,178,5,"fosX, lin",,Dairy_Ice cream
SRR2047851,SAMN03755572,2015L-6240,USA,2015,,178,5,"fosX, lin",,Dairy_Ice cream
SRR1917447,SAMN03386966,CFSAN029822,USA,2015,,178,5,"fosX, lin",,Distribution center
SRR2124528,SAMN03770150,CFSAN034234,USA,2015,,178,5,"fosX, lin",,Ice cream
SRR2078927,SAMN03770171,CFSAN034255,USA,2015,,178,5,"fosX, lin",,Ice cream
SRR2078887,SAMN03770172,CFSAN034256,USA,2015,,178,5,"fosX, lin",,Ice cream
SRR2078913,SAMN03770179,CFSAN034263,USA,2015,,178,5,"fosX, lin",,Ice cream
SRR2078906,SAMN03770187,CFSAN034271,USA,2015,,178,5,"fosX, lin",,Ice cream
SRR5676293,SAMN06242540,MOD1-LS1137,USA,2015,,178,5,"fosX, lin",,Ice cream
ERR2519542,SAMEA4584613,,Austria,2015,,179,155,"fosX, lin",Homo sapiens,
SRR5085147,SAMN04958347,CFSAN049244,Italy,2014,,179,155,"fosX, lin",Homo sapiens,Blood
SRR5087830,SAMN04958377,CFSAN049269,Italy,2013,,179,155,"fosX, lin",Homo sapiens,Blood
SRR5087837,SAMN04958384,CFSAN049276,Italy,2014,,179,155,"fosX, lin",Homo sapiens,Blood
SRR5087879,SAMN04958402,CFSAN049294,Italy,2014,,179,155,"fosX, lin",Homo sapiens,Blood
SRR5087886,SAMN04958409,CFSAN049301,Italy,2014,,179,155,"fosX, lin",Homo sapiens,
SRR5087502,SAMN04958425,CFSAN049317,Italy,2014,,179,155,"fosX, lin",Homo sapiens,Blood/CSF
SRR1982200,SAMN02922236,FDA653303-2,Chile,2010,,180,14,"abc-f, fosX, lin",,Frozen salmon mince grilled
SRR2727690,SAMN04195146,PNUSAL001788,USA,2015,1/2a,180,14,"abc-f, fosX, lin",,Blood
SRR3113288,SAMN04338331,CDPHFDLB-F15M03698-26a,USA,2015,,180,14,"abc-f, fosX, lin",,Enviornmental Swab
SRR3113290,SAMN04338333,CDPHFDLB-F15M03700-28a,USA,2015,,180,14,"abc-f, fosX, lin",,Enviornmental Swab
SRR3113291,SAMN04338334,CDPHFDLB-F15M03701-29a,USA,2015,,180,14,"abc-f, fosX, lin",,Enviornmental Swab
SRR3407806,SAMN04523260,CDPHFDLB-F1601052-021,USA,2016,,180,14,"abc-f, fosX, lin",,Swab
SRR3407804,SAMN04523262,CDPHFDLB-F1601052-032,USA,2016,,180,14,"abc-f, fosX, lin",,Swab
SRR3407803,SAMN04523263,CDPHFDLB-F1601052-033,USA,2016,,180,14,"abc-f, fosX, lin",,Swab
SRR3407802,SAMN04523264,CDPHFDLB-F1601052-034,USA,2016,,180,14,"abc-f, fosX, lin",,Swab
SRR2533624,SAMN03943542,CDPHFDLB-F15M02278-2b,USA,2015,,181,321,"fosX, lin",,enviornmental swab
SRR2533625,SAMN03943543,CDPHFDLB-F15M02279-3b,USA,2015,,181,321,"fosX, lin",,enviornmental swab
SRR2533626,SAMN03943544,CDPHFDLB-F15M02284-8b,USA,2015,,181,321,"fosX, lin",,enviornmental swab
SRR6870013,SAMN02922088,FDA408230-24,USA,2008,,181,321,"fosX, lin",,Swab
SRR6956850,SAMN02921981,FDA437640 1-8,USA,2007,,181,321,"fosX, lin",,Raw brined salmon fillets
SRR6869974,SAMN02922086,FDA446165 21-1,USA,2007,,181,321,"fosX, lin",,Swab
SRR6869962,SAMN02922087,FDA446166 1-1,USA,2007,,181,321,"fosX, lin",,Smoked salmon
SRR1198945,SAMN02687576,ACF1400367,USA,2014,,182,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR1198971,SAMN02687577,ACF1400392,USA,2014,,182,9,"abc-f, fosX, lin",,Drain cover in packaging room
SRR1203037,SAMN02693743,CFSAN011019,USA,2014,,182,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR1203001,SAMN02693744,CFSAN011020,USA,2014,,182,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR1202984,SAMN02693746,CFSAN011022,USA,2014,,182,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR3921654,SAMN05213461,TX-ACF1302087,USA,2013,,182,9,"abc-f, fosX, lin",,Beef and pork sausage
SRR2104603,SAMN03702758,TX-ACF1400367,USA,2014,,182,9,"abc-f, fosX, lin",,Sausage
SRR2104592,SAMN03702760,TX-ACF1400446,USA,2014,,182,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR2133168,SAMN03702761,TX-ACF1400448,USA,2014,,182,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR2147304,SAMN03702766,TX-ACF1400883,USA,2014,,182,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR1988188,SAMN03565596,PNUSAL001351,USA,2015,1/2a,183,7,"fosX, lin",,Blood
SRR2167831,SAMN03996628,PNUSAL001629,USA,,1/2a,183,7,"fosX, lin",,Cerebral spinal Fluid
